City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
626,Porto Velho,BR,89.65,broken clouds,-8.7619,-63.9039,Ecos Hotel Conforto
627,Soyo,AO,78.21,overcast clouds,-6.1349,12.3689,Hotel Mpampa
629,Nicoya,CR,88.74,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
630,Guerrero Negro,MX,69.08,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
633,Mananara,MG,74.08,broken clouds,-16.1667,49.7667,Chez Roger
636,Belmonte,BR,80.62,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
639,Sao Francisco Do Sul,BR,78.03,scattered clouds,-26.2433,-48.6381,Hotel Kontiki
640,Kimbe,PG,74.93,light rain,-5.5502,150.1429,Kimbe Bay Hotel
642,Olinda,BR,80.33,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
645,Japura,ID,74.05,moderate rain,-0.3167,102.35,Rumah mbah Jamah
646,Kuching,MY,77.22,light rain,1.55,110.3333,Hilton Kuching
648,Sao Felix Do Xingu,BR,87.73,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
649,Mayumba,GA,78.84,light rain,-3.432,10.6554,LIKWALE LODGE
650,Conde,BR,83.66,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
653,San Cosme Y Damian,PY,73.58,overcast clouds,-27.3167,-56.35,Posada Turística Aguapey
654,Ishigaki,JP,66.33,light rain,24.3448,124.1572,Hotel Peace Land Ishigakijima
656,Rafaela,AR,73.0,scattered clouds,-31.2503,-61.4867,Parra Hotel & Suites
658,Glenwood Springs,US,69.4,overcast clouds,39.5505,-107.3248,Glenwood Springs Cedar Lodge
665,Emmaus,US,72.03,clear sky,40.5395,-75.4968,Red Roof Inn Allentown South
666,Karratha,AU,81.1,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
669,Cabra,ES,67.68,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
671,Luganville,VU,77.99,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
674,Piacabucu,BR,81.52,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
677,Lucea,JM,85.86,few clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
678,Santa Catalina,PH,79.25,overcast clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
679,Port-Gentil,GA,82.36,scattered clouds,-0.7193,8.7815,Fengshui Residence
681,Porto Novo,BJ,82.69,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
683,Bubaque,GW,78.28,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
684,Yanam,IN,80.56,broken clouds,16.7333,82.2167,The Regency Hotel
687,Vera Cruz,BR,82.67,broken clouds,-12.6333,-41.0333,
689,Dawson,US,80.98,overcast clouds,31.7735,-84.4466,Country Hearth Inn & Suites Dawson
692,Juba,SS,75.06,light rain,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
693,Alugan,PH,79.9,overcast clouds,12.2188,125.4808,JM Lodge
